sw krw krn krwf krnf vw vn force pw pn wet peff
0.32275094 0.43261643 18.120146 0.30736885 13.253454 1.3098802e-05 0.00054864356 7.1577928e-06 0.32592401 0.33685221 1313513.3 0.053900328
0.32275974 0.37745125 18.075645 0.25977841 13.245018 1.1428506e-05 0.00054729613 7.1577928e-06 0.32591708 0.33685571 1313293.7 0.054191449
0.32274353 0.33495235 18.08839 0.24064922 13.261541 1.014172e-05 0.00054768205 7.1577928e-06 0.32591812 0.33685553 1313187.8 0.054278966
0.32273704 0.3912036 18.184571 0.29658149 13.340617 1.1844901e-05 0.00055059422 7.1577928e-06 0.32591617 0.33685641 1313128.6 0.053833556
0.32274198 0.47768997 18.132666 0.35937621 13.316392 1.4463544e-05 0.00054902262 7.1577928e-06 0.32591232 0.33685849 1313073 0.053733524
0.32273766 0.40578622 18.052099 0.31497497 13.246763 1.2286435e-05 0.00054658322 7.1577928e-06 0.32591085 0.33685889 1312994.4 0.054177388
0.32274121 0.37184442 18.050691 0.29232041 13.24328 1.1258742e-05 0.0005465406 7.1577928e-06 0.32590201 0.33686204 1312905.6 0.054281344
0.3227162 0.35171617 18.01793 0.2790284 13.218964 1.0649296e-05 0.00054554865 7.1577928e-06 0.32589959 0.33686296 1312679.9 0.054437629
0.32885576 0.68345965 18.007254 0.52966268 13.352365 2.3765863e-05 0.00062616415 8.2203675e-06 0.32611143 0.3368594 1301881.1 0.053502504
0.33551801 0.69390891 17.661111 0.5423787 13.085338 2.4129213e-05 0.00061412776 8.2203675e-06 0.32632384 0.33686142 1289903.4 0.054481007
0.34246401 0.48408573 17.310234 0.3130573 12.81125 1.6833057e-05 0.00060192674 8.2203675e-06 0.3265147 0.33687264 1277236.6 0.05619771
0.34946064 0.25551709 16.887288 0.10554678 12.484034 8.8850659e-06 0.0005872197 8.2203675e-06 0.3266701 0.33689716 1264029.3 0.058333509
0.3564074 0.74813005 16.622833 0.57024733 12.259142 2.6014639e-05 0.00057802381 8.2203675e-06 0.32683803 0.33691752 1250572.8 0.057567334
0.36346053 1.5752818 16.29884 1.3359871 12.060166 5.4777089e-05 0.00056675766 8.2203675e-06 0.32698052 0.33694924 1236574.2 0.055946805
0.37053033 1.4910351 15.894274 1.2615492 11.754289 5.1847589e-05 0.00055268972 8.2203675e-06 0.32712178 0.33698018 1222399.8 0.05751983
0.37760122 1.6137542 16.353818 1.3839263 12.157169 5.6114887e-05 0.00056866939 8.2203675e-06 0.32723009 0.33702434 1207873.9 0.055655823
0.37992576 1.438007 15.853249 1.2061015 11.765039 5.0003649e-05 0.00055126316 8.2203675e-06 0.32725148 0.33705275 1201624.7 0.0578327
0.37927523 1.0988141 15.337275 0.92387791 11.349366 3.8208933e-05 0.00053332128 8.2203675e-06 0.32715366 0.33709291 1201770.6 0.060841724
0.3789191 1.3419767 15.309972 1.1653338 11.352314 4.6664398e-05 0.00053237186 8.2203675e-06 0.32709749 0.33711901 1201561.8 0.060053032
0.37874635 1.2870894 15.256975 1.1386216 11.317884 4.475581e-05 0.000530529 8.2203675e-06 0.32706136 0.33713589 1201464.7 0.060444639
0.37860155 1.3118433 15.159431 1.1507341 11.244335 4.5616574e-05 0.00052713711 8.2203675e-06 0.32702549 0.33715428 1201145.1 0.060711758
0.37848793 1.4314351 15.208085 1.2588257 11.289579 4.9775126e-05 0.00052882897 8.2203675e-06 0.32699073 0.33717192 1200672.4 0.060097886
0.37842109 1.2779521 14.802598 1.1124235 10.993527 4.443808e-05 0.00051472902 8.2203675e-06 0.326978 0.33717975 1200310.8 0.062186926
0.37836907 1.049197 14.141358 0.92277454 10.474528 3.6483604e-05 0.00049173579 8.2203675e-06 0.32695119 0.33719293 1199938 0.065830379
0.37830809 1.0338014 13.619996 0.9170154 10.032914 3.5948255e-05 0.00047360652 8.2203675e-06 0.32691597 0.33721102 1199350.5 0.068241698
0.37826409 1.2233498 13.819954 1.1023729 10.202085 4.2539398e-05 0.00048055965 8.2203675e-06 0.32690108 0.33722041 1198729.8 0.066474759
0.37820358 1.375118 14.413723 1.2356773 10.729105 4.7816816e-05 0.00050120672 8.2203675e-06 0.32689646 0.33722288 1198254.2 0.06333587
0.37815233 1.5144157 14.549352 1.3705686 10.832646 5.26606e-05 0.00050592292 8.2203675e-06 0.32688532 0.33722813 1198067.6 0.062251896
0.37813565 1.4289557 14.619066 1.2966035 10.931294 4.968891e-05 0.00050834707 8.2203675e-06 0.32688956 0.337228 1197901 0.062312976
0.37811095 1.9434314 15.171162 1.8015009 11.376086 6.7578712e-05 0.00052754504 8.2203675e-06 0.32687402 0.33723529 1197800.9 0.058429667
0.37808147 1.8424603 14.921549 1.6887723 11.212162 6.4067658e-05 0.00051886528 8.2203675e-06 0.32686632 0.3372406 1197513.3 0.059651601
0.37806325 1.3741741 14.615655 1.2386025 10.973722 4.7783995e-05 0.00050822845 8.2203675e-06 0.32687116 0.33723967 1197389 0.062539757
0.37803917 1.3690848 14.507271 1.2367406 10.903162 4.7607025e-05 0.00050445966 8.2203675e-06 0.32686605 0.33724244 1197252.4 0.062986745
0.37802126 1.4332977 14.540482 1.2765134 10.93538 4.9839892e-05 0.0005056145 8.2203675e-06 0.32686094 0.33724593 1197071.3 0.062602589
0.3780171 1.2862006 14.351947 1.140611 10.803581 4.4724902e-05 0.00049905858 8.2203675e-06 0.32685256 0.33725042 1196812.8 0.063946193
0.37802065 1.2000619 14.523072 1.0616511 10.951062 4.172961e-05 0.0005050091 8.2203675e-06 0.32684276 0.33725516 1196665.5 0.06360055
0.3780191 1.1267921 14.432206 0.98969693 10.891947 3.9181811e-05 0.0005018494 8.2203675e-06 0.32682873 0.33726188 1196471.6 0.064271492
0.37801694 1.0248888 14.336818 0.89359954 10.81264 3.5638339e-05 0.0004985325 8.2203675e-06 0.32682461 0.33726408 1196322.1 0.065096932
0.37799085 0.95393563 14.288916 0.82977596 10.772766 3.3171092e-05 0.00049686682 8.2203675e-06 0.32682111 0.33726615 1196229.4 0.065604521
0.37797295 0.81876154 14.123408 0.71456912 10.634709 2.8470699e-05 0.00049111161 8.2203675e-06 0.32681516 0.3372696 1196172.8 0.066924686
0.37796121 0.78804725 14.110177 0.69179141 10.609301 2.7402675e-05 0.00049065152 8.2203675e-06 0.32681035 0.33727243 1196131.9 0.067122095
0.3779643 0.85684948 14.236618 0.75107688 10.707508 2.9795127e-05 0.00049504825 8.2203675e-06 0.32680675 0.33727459 1196123.8 0.066253829
0.37795056 0.85622395 14.277717 0.73547085 10.755274 2.9773375e-05 0.00049647738 8.2203675e-06 0.32679125 0.3372824 1196010 0.066076642
0.37793559 0.83681507 14.298617 0.7274909 10.771329 2.9098473e-05 0.00049720413 8.2203675e-06 0.32679367 0.33728165 1195875.5 0.066070133
0.37791583 0.73869306 14.062971 0.64421003 10.579587 2.5686487e-05 0.00048901006 8.2203675e-06 0.32679319 0.33728122 1195820.3 0.06755997
0.37789622 0.64694776 13.956141 0.56054599 10.489774 2.2496239e-05 0.00048529527 8.2203675e-06 0.32678839 0.33728321 1195737.4 0.068478663
0.37787862 1.1545522 14.658622 0.96961403 11.199195 5.0502205e-05 0.00064119467 1.0340637e-05 0.32679196 0.33728247 1195607.6 0.063238412
0.37787878 1.0085263 14.436068 0.84860037 11.016676 4.4114766e-05 0.00063145977 1.0340637e-05 0.32679384 0.33728205 1195559.7 0.064747573
0.37787662 0.90824687 14.309023 0.76523355 10.911616 3.9728364e-05 0.00062590259 1.0340637e-05 0.32679401 0.33728205 1195529.2 0.065714811
0.37787446 0.91557849 14.30586 0.77587925 10.904207 4.0049062e-05 0.00062576424 1.0340637e-05 0.32679713 0.33728101 1195518.5 0.065696813
0.3778567 0.91830874 14.295294 0.78091758 10.894529 4.0168488e-05 0.00062530206 1.0340637e-05 0.32680037 0.33727983 1195505.4 0.06573065
0.37784281 0.91057597 14.276219 0.77308152 10.87916 3.9830243e-05 0.0006244677 1.0340637e-05 0.32680293 0.33727882 1195489.2 0.065846676
0.37784667 0.90069253 14.262462 0.76426951 10.867558 3.9397923e-05 0.00062386592 1.0340637e-05 0.32680518 0.33727798 1195465.6 0.065949339
0.3778391 0.88965246 14.250878 0.75373044 10.857479 3.891501e-05 0.00062335922 1.0340637e-05 0.32680698 0.33727737 1195417.5 0.066047884
0.37782475 0.88261396 14.240938 0.74826932 10.849542 3.8607134e-05 0.00062292441 1.0340637e-05 0.32680855 0.33727679 1195373.1 0.066122035
0.37781533 0.8894757 14.223184 0.75559089 10.833595 3.8907278e-05 0.00062214786 1.0340637e-05 0.32680909 0.33727674 1195330.1 0.066169687
0.37781055 0.91801427 14.244186 0.78215456 10.851069 4.0155607e-05 0.00062306651 1.0340637e-05 0.32680901 0.33727698 1195316.6 0.065953487
0.37781317 0.98539299 14.303247 0.84649551 10.897835 4.3102875e-05 0.00062564994 1.0340637e-05 0.32680656 0.3372783 1195334.9 0.065408041
0.37780175 0.98883534 14.294446 0.84913004 10.89403 4.3253449e-05 0.00062526495 1.0340637e-05 0.32680514 0.33727929 1195350.8 0.065430976
0.37780113 0.93442288 14.256323 0.79857963 10.85846 4.087335e-05 0.00062359741 1.0340637e-05 0.3268055 0.33727945 1195292 0.065829551
0.37780144 0.90100315 14.231049 0.76992064 10.83765 3.941151e-05 0.00062249188 1.0340637e-05 0.32680692 0.33727895 1195271.5 0.066084889
0.37780514 0.88356007 14.221819 0.75144026 10.829084 3.8648518e-05 0.00062208812 1.0340637e-05 0.32680812 0.33727849 1195263.6 0.066201584
0.37781471 0.87081715 14.215168 0.74164794 10.822822 3.809112e-05 0.00062179719 1.0340637e-05 0.32680934 0.33727798 1195264.5 0.06628669
0.37780591 0.86535146 14.20906 0.73296506 10.819276 3.7852041e-05 0.00062153005 1.0340637e-05 0.32681047 0.33727755 1195256.4 0.06633758
0.37780653 0.86116396 14.208182 0.73027109 10.818372 3.7668872e-05 0.00062149162 1.0340637e-05 0.3268114 0.33727711 1195238.7 0.066359881
0.37780869 0.85588717 14.203733 0.72632869 10.814972 3.7438055e-05 0.000621297 1.0340637e-05 0.3268122 0.33727676 1195232.1 0.066402739
0.37781595 0.85657086 14.198031 0.72555742 10.811802 3.7467961e-05 0.00062104759 1.0340637e-05 0.3268126 0.33727662 1195221.6 0.066424873
0.37781981 0.86757791 14.175782 0.73994686 10.794361 3.794943e-05 0.00062007439 1.0340637e-05 0.32681135 0.33727725 1195167.1 0.066474511
0.37781317 0.80151962 14.095016 0.68908289 10.726849 3.505992e-05 0.00061654155 1.0340637e-05 0.32680079 0.33728254 1194981.2 0.067129701
0.37781163 0.75233815 14.156241 0.64462998 10.776801 3.2908634e-05 0.00061921962 1.0340637e-05 0.32680256 0.33728171 1194962.7 0.067075475
0.37780931 0.75557122 14.164144 0.64545435 10.784303 3.3050054e-05 0.00061956534 1.0340637e-05 0.32680357 0.3372812 1194966.6 0.067025406
0.37781039 0.76049324 14.172608 0.65574842 10.787279 3.3265352e-05 0.00061993554 1.0340637e-05 0.32680395 0.33728098 1194970.3 0.066965328
0.37781132 0.75315252 14.166415 0.65480327 10.782057 3.2944256e-05 0.00061966468 1.0340637e-05 0.32680459 0.33728076 1194971.1 0.06702607
0.37780175 0.76465364 14.172747 0.65973638 10.78806 3.3447335e-05 0.00061994164 1.0340637e-05 0.32680455 0.33728074 1194987.1 0.066946051
0.37780499 0.76592041 14.176347 0.66041236 10.790415 3.3502746e-05 0.00062009912 1.0340637e-05 0.32680478 0.33728062 1195002.3 0.066924246
0.37780808 0.75499658 14.145944 0.6482514 10.766211 3.3024918e-05 0.00061876924 1.0340637e-05 0.32680463 0.33728067 1194991.4 0.067109856
0.38364614 0.82217738 14.13183 0.69541241 10.752823 3.524466e-05 0.00060579572 1.013394e-05 0.32697932 0.33727057 1184486.1 0.066871708
0.39007282 1.0703727 14.153416 0.91182653 10.774265 4.5884163e-05 0.00060672105 1.013394e-05 0.32715791 0.33726451 1172728.1 0.065686672
0.39675314 1.1358308 13.96703 0.94485805 10.623037 4.8690188e-05 0.00059873119 1.013394e-05 0.32731947 0.33726956 1160244.6 0.066212619
0.40354106 1.2430875 14.004476 1.0205433 10.63898 5.3288012e-05 0.00060033639 1.013394e-05 0.32746727 0.33728169 1147201.5 0.065584248
0.41041851 1.5569194 13.89678 1.3115161 10.564166 6.6741188e-05 0.00059571974 1.013394e-05 0.32755916 0.33732218 1133527 0.064709424
0.41718713 1.5311911 13.971101 1.2484436 10.633764 6.5638283e-05 0.00059890566 1.013394e-05 0.32768711 0.33734749 1119881.7 0.064506592
0.42411445 1.8673871 14.611372 1.5176624 11.197963 8.0050151e-05 0.00062635246 1.013394e-05 0.32781111 0.33737355 1106437.1 0.060684182
0.43099314 2.1611581 14.200357 1.8028932 10.870415 9.2643367e-05 0.0006087333 1.013394e-05 0.32792906 0.33740255 1092544 0.061119035
0.43345754 2.2923794 14.181853 1.9372681 10.876802 9.8268492e-05 0.00060794007 1.013394e-05 0.32793328 0.33744106 1086966.1 0.060700857
0.43275407 2.2082242 13.710658 1.8609746 10.483746 9.4660972e-05 0.00058774116 1.013394e-05 0.32786549 0.33747538 1087863.2 0.062818481
0.43238558 2.2299455 13.607803 1.8665737 10.388793 9.5592111e-05 0.00058333202 1.013394e-05 0.32781987 0.33750174 1088357.4 0.063140288
0.43214059 1.9172568 13.14843 1.5951822 10.053431 8.218794e-05 0.00056363986 1.013394e-05 0.32780332 0.33751127 1088447.2 0.066375999
0.43197232 1.9224545 12.734823 1.6019879 9.7350493 8.2410751e-05 0.00054590959 1.013394e-05 0.32777591 0.33752733 1088470.8 0.068225493
0.43184635 1.9041747 12.649632 1.5991735 9.7045122 8.1627144e-05 0.00054225765 1.013394e-05 0.32775858 0.3375398 1088475.1 0.068710546
0.43172039 1.8477371 12.380848 1.5446041 9.4883787 7.9207804e-05 0.00053073557 1.013394e-05 0.32775002 0.33754522 1088178.4 0.070281057
0.43164335 1.9055123 12.498336 1.5988153 9.5749567 8.1684482e-05 0.00053577198 1.013394e-05 0.32774085 0.33755092 1087922.1 0.069425891
0.43155474 1.7593462 12.476332 1.4880602 9.5632777 7.541871e-05 0.00053482872 1.013394e-05 0.32774204 0.33755137 1087751.2 0.07024604
0.43150921 1.6734676 12.371947 1.4267677 9.4961004 7.1737316e-05 0.00053035401 1.013394e-05 0.32774102 0.33755246 1087644.8 0.071197613
0.43146629 1.5970939 12.259557 1.3621435 9.4074406 6.8463367e-05 0.00052553612 1.013394e-05 0.32774014 0.33755323 1087624 0.072167511
0.43144282 1.540268 12.199717 1.314028 9.3598648 6.6027386e-05 0.00052297093 1.013394e-05 0.32773872 0.33755461 1087571.4 0.072780285
0.43142986 1.5238275 12.204346 1.3020707 9.3647333 6.5322621e-05 0.00052316937 1.013394e-05 0.32773607 0.33755704 1087512.7 0.072842903
0.43141365 1.3636701 12.152719 1.1545713 9.3180783 5.8457079e-05 0.00052095626 1.013394e-05 0.3277293 0.3375612 1087417.3 0.073984256
0.43140022 1.4536313 12.200207 1.2407533 9.3595034 6.2313488e-05 0.00052299194 1.013394e-05 0.32772882 0.33756218 1087412.1 0.07323948
0.43137058 1.4748567 12.204613 1.2633129 9.3685388 6.322337e-05 0.00052318082 1.013394e-05 0.32772852 0.33756259 1087415.6 0.073102249
0.43136224 1.4668451 12.203257 1.2574064 9.3728525 6.2879929e-05 0.00052312269 1.013394e-05 0.32772782 0.33756302 1087406.8 0.073152343
0.43134619 1.3767647 12.191364 1.1665943 9.3720775 5.9018411e-05 0.00052261287 1.013394e-05 0.3277254 0.3375643 1087378.8 0.073702132
0.4313309 1.2514293 12.336458 1.0503195 9.495339 5.3645604e-05 0.00052883268 1.013394e-05 0.3277222 0.33756545 1087203.5 0.073594959
0.43132149 1.3419476 12.306317 1.1374526 9.4752887 5.7525893e-05 0.00052754062 1.013394e-05 0.32772069 0.33756688 1087141.6 0.073269388
0.43131933 1.4735048 12.237956 1.265143 9.4233756 6.3165414e-05 0.00052461017 1.013394e-05 0.32771864 0.33756879 1087109.8 0.072931687
0.4313201 1.5479022 12.201316 1.3317551 9.4021153 6.6354642e-05 0.00052303949 1.013394e-05 0.32771652 0.33757037 1087169.8 0.072731407
0.43130204 1.571357 12.176818 1.3519985 9.3855765 6.7360093e-05 0.00052198934 1.013394e-05 0.32771578 0.33757107 1087181.2 0.072736925
0.43129185 1.6458438 12.205416 1.4132695 9.4107467 7.0553151e-05 0.00052321526 1.013394e-05 0.3277137 0.3375725 1087108.5 0.072195598
0.43128938 1.6266335 12.170913 1.4025931 9.3846919 6.9729653e-05 0.00052173619 1.013394e-05 0.32771153 0.33757373 1087067.9 0.072476654
0.43128969 1.542513 12.26536 1.3126937 9.4553031 6.6123623e-05 0.00052578489 1.013394e-05 0.32770802 0.33757597 1087047.5 0.07242245
0.43128459 1.5426455 12.252024 1.31754 9.4435674 6.6129303e-05 0.00052521322 1.013394e-05 0.32770603 0.3375773 1087107.7 0.072491768
0.43127255 1.4878682 12.211286 1.2702222 9.4008993 6.3781138e-05 0.00052346687 1.013394e-05 0.32770064 0.33758113 1087091.2 0.072997208
0.43127302 1.4327351 12.09583 1.2196423 9.2982865 6.1417722e-05 0.00051851758 1.013394e-05 0.32769575 0.33758419 1087115.7 0.073917668
0.43126607 1.4527258 12.119105 1.2408933 9.3203989 6.2274671e-05 0.00051951532 1.013394e-05 0.3276943 0.33758494 1087167 0.073682025
0.43691827 1.812537 12.465953 1.5504969 9.6507218 8.5308035e-05 0.00058671681 1.1126372e-05 0.32783825 0.337572 1076865.1 0.070035418
0.44321914 1.8814938 12.334968 1.5882988 9.5524186 8.8553524e-05 0.00058055196 1.1126372e-05 0.32798937 0.337562 1065245.6 0.070340989
0.44977349 1.9939877 12.35745 1.6689909 9.5771356 9.3848109e-05 0.00058161006 1.1126372e-05 0.32813137 0.33756067 1052880.1 0.069679431
0.4564606 2.0695319 12.201761 1.7306317 9.4567717 9.7403638e-05 0.00057428247 1.1126372e-05 0.32826795 0.33756379 1040128.8 0.070070737
0.46320776 2.0868982 11.879499 1.7507252 9.2186591 9.8220992e-05 0.00055911506 1.1126372e-05 0.32838074 0.3375827 1026911.3 0.071600426
0.47001992 2.1835573 11.854538 1.8355106 9.2503947 0.0001027703 0.00055794024 1.1126372e-05 0.32848233 0.33761095 1013420.6 0.071234736
0.47687066 2.3815997 12.034823 2.0079886 9.4181566 0.00011209128 0.00056642547 1.1126372e-05 0.32856344 0.33765365 999437.68 0.069365334
0.48363697 2.5976203 12.090051 2.1844554 9.5043843 0.0001222584 0.0005690248 1.1126372e-05 0.32863912 0.33769892 985545.62 0.068084311
0.48600365 3.0164406 11.739387 2.6172388 9.1984232 0.00014197041 0.00055252062 1.1126372e-05 0.32860488 0.33777076 980070.71 0.067769833
0.48530002 3.2993423 11.628404 2.9396104 9.1146043 0.00015528533 0.00054729713 1.1126372e-05 0.3285142 0.33783438 980669.72 0.066989348
0.48489819 3.0694747 10.790777 2.7179202 8.4216389 0.00014446649 0.00050787378 1.1126372e-05 0.32846678 0.33786832 981043.91 0.07214876
0.4846143 2.7150552 10.418053 2.3831391 8.1285818 0.00012778554 0.00049033131 1.1126372e-05 0.32843859 0.33789048 981331.1 0.076143436
0.48441516 2.9162802 10.192994 2.5981849 7.9370212 0.00013725631 0.00047973879 1.1126372e-05 0.32840547 0.33791543 981525.75 0.076281872
0.4842648 3.0057764 10.472088 2.6834764 8.1649363 0.00014146849 0.00049287447 1.1126372e-05 0.32837947 0.33793456 981700.92 0.074195732
0.48414084 2.9400616 10.332101 2.6264109 8.0545257 0.00013837559 0.00048628593 1.1126372e-05 0.32835933 0.33795025 981839.72 0.07534567
0.48406396 3.0271212 10.238438 2.7182058 7.9955602 0.0001424731 0.00048187762 1.1126372e-05 0.32834242 0.33796417 981977.65 0.075383178
0.48398724 2.9199966 10.014497 2.6242294 7.792729 0.00013743122 0.00047133771 1.1126372e-05 0.3283291 0.33797546 982106.27 0.077312652
0.48389894 2.7897175 10.013931 2.5034201 7.7955282 0.00013129956 0.0004713111 1.1126372e-05 0.32831547 0.33798594 982156.84 0.078102735
0.483873 2.5797692 10.045306 2.3023147 7.8265517 0.00012141823 0.00047278777 1.1126372e-05 0.32830295 0.33799542 982288.34 0.079207448
0.48379798 2.5137397 10.112185 2.2409669 7.8901891 0.00011831052 0.00047593547 1.1126372e-05 0.32829664 0.3380008 982493.07 0.079202118
0.48376402 2.5081343 10.27931 2.2400858 8.0436016 0.0001180467 0.00048380131 1.1126372e-05 0.32828985 0.33800654 982642.79 0.078201706
0.48372064 2.5064382 10.129681 2.2309928 7.9172633 0.00011796687 0.00047675893 1.1126372e-05 0.32828607 0.33801016 982765.85 0.07913822
0.48366537 2.5088889 9.8783487 2.2264665 7.7237884 0.00011808221 0.00046492983 1.1126372e-05 0.32828489 0.33801231 982790.39 0.080728249
0.48364855 2.4601201 9.7373206 2.1980927 7.6369409 0.00011578688 0.00045829226 1.1126372e-05 0.32828647 0.33801232 982756.86 0.081984412
0.48363728 2.415781 9.7291598 2.1550388 7.6302894 0.00011370004 0.00045790817 1.1126372e-05 0.32828393 0.33801489 982726.47 0.082338812
0.48363296 2.3226356 9.4837831 2.0562078 7.4427832 0.0001093161 0.00044635938 1.1126372e-05 0.32827476 0.33802055 982732.28 0.08469969
0.48360378 2.2957462 9.5179251 2.0343506 7.4628611 0.00010805054 0.00044796629 1.1126372e-05 0.32827248 0.33802341 982614.54 0.084647691
0.48360007 2.3277236 9.6382567 2.0699915 7.5587431 0.00010955557 0.00045362976 1.1126372e-05 0.32827439 0.33802338 982530.12 0.083570253
0.48357692 2.340767 9.6897775 2.0832624 7.59649 0.00011016946 0.00045605462 1.1126372e-05 0.32827573 0.33802368 982479.53 0.083121758
0.48355654 2.362364 9.7407732 2.1057201 7.6409775 0.00011118594 0.00045845476 1.1126372e-05 0.32827479 0.33802484 982497.87 0.082623206
0.48354357 2.3438789 9.7514113 2.0900972 7.6503391 0.00011031593 0.00045895545 1.1126372e-05 0.32827243 0.33802677 982586.12 0.082676809
0.48351409 2.4270463 9.9647388 2.1665768 7.8307508 0.00011423025 0.00046899582 1.1126372e-05 0.3282637 0.33803301 982695.49 0.080698624
0.48349495 2.3911056 9.7964835 2.1389692 7.6842791 0.00011253868 0.0004610768 1.1126372e-05 0.32826354 0.33803401 982814.85 0.082050682
0.48348676 2.4201357 9.779095 2.1769935 7.6681435 0.000113905 0.0004602584 1.1126372e-05 0.32826337 0.33803488 982824.44 0.081972382
0.4834897 2.436793 9.7711135 2.1931551 7.6622277 0.00011468898 0.00045988274 1.1126372e-05 0.32826267 0.33803582 982879.33 0.081914127
0.48348105 2.4438616 9.7606867 2.2017751 7.6547532 0.00011502167 0.000459392 1.1126372e-05 0.32826165 0.33803698 982921.24 0.081936666
0.48346407 2.4702233 9.7519709 2.2280742 7.6488708 0.00011626239 0.00045898179 1.1126372e-05 0.32826005 0.33803847 982982.56 0.081818369
0.48344879 2.498544 9.8038198 2.2599025 7.6934579 0.00011759533 0.00046142208 1.1126372e-05 0.32825578 0.33804202 982965.73 0.081285191
0.48892408 2.9362207 10.156161 2.6327943 8.0285511 0.00015245498 0.00052733002 1.227449e-05 0.32837738 0.33802798 973025.6 0.076380298
0.49492886 2.9413656 10.07347 2.6397154 7.9602921 0.00015272212 0.00052303655 1.227449e-05 0.32851029 0.33801396 961776.29 0.076835391
0.50125011 3.0744662 9.9682425 2.7610563 7.8795831 0.00015963299 0.00051757289 1.227449e-05 0.32863883 0.33800667 949781.59 0.07667119
0.50773515 3.414561 9.854439 3.0763147 7.802681 0.00017729146 0.00051166397 1.227449e-05 0.32876452 0.33800221 937455.26 0.075363629
0.51433674 3.6263512 9.5858498 3.2685437 7.6104228 0.00018828806 0.00049771823 1.227449e-05 0.32887783 0.33800901 924971.47 0.075687616
0.52096349 3.8634364 9.4054178 3.4874654 7.45286 0.00020059805 0.00048834981 1.227449e-05 0.32897677 0.33802753 912405.75 0.075364458
0.52763887 3.6043609 9.1346629 3.2249198 7.2524431 0.00018714628 0.00047429162 1.227449e-05 0.32908919 0.33803458 899433.2 0.07849895
0.53430915 3.6577617 8.635773 3.280424 6.8557585 0.00018991896 0.00044838817 1.227449e-05 0.32917473 0.33806577 886197.98 0.08134357
0.53672586 3.7044521 8.625679 3.3556281 6.8661376 0.00019234323 0.00044786407 1.227449e-05 0.32916324 0.33812208 881010.6 0.081102138
0.53605125 3.8042427 8.720859 3.4456606 6.9518308 0.00019752458 0.00045280602 1.227449e-05 0.32909085 0.33818396 882076.75 0.079839671
0.53556451 3.7455789 8.231228 3.394879 6.5307217 0.00019447863 0.00042738331 1.227449e-05 0.32905541 0.33821303 882892.77 0.083494708
0.53533218 3.6507383 8.2984265 3.3139224 6.5590306 0.0001895543 0.00043087241 1.227449e-05 0.32903748 0.33822835 883360.2 0.083687857
0.53515311 3.8242705 8.2266767 3.4727153 6.4903927 0.00019856447 0.000427147 1.227449e-05 0.3290234 0.33824178 883737.57 0.082981029
0.53501016 4.0589211 8.114234 3.6958116 6.4004609 0.00021074804 0.00042130873 1.227449e-05 0.32901654 0.3382491 883948.73 0.082147972
0.53488697 3.9095715 8.0218753 3.5622946 6.329136 0.00020299348 0.00041651326 1.227449e-05 0.32901295 0.33825295 884231.73 0.083812132
0.5348087 3.8097685 7.916388 3.4839634 6.2555266 0.00019781149 0.00041103613 1.227449e-05 0.32900582 0.33826156 884438.93 0.085279435
0.53473924 3.8433512 7.6768179 3.5040375 6.0514574 0.00019955518 0.00039859713 1.227449e-05 0.32898694 0.33827994 884382.38 0.086804281
0.53470002 3.8502686 8.0113823 3.5096839 6.3133549 0.00019991434 0.00041596844 1.227449e-05 0.32896672 0.33829639 884578.94 0.084305297
0.53463704 3.9938694 7.8938398 3.6576015 6.1963643 0.00020737041 0.00040986538 1.227449e-05 0.32895044 0.33831296 884760.32 0.084120496
0.5345668 3.5588094 7.4667493 3.2562657 5.8449011 0.00018478115 0.00038768991 1.227449e-05 0.32894362 0.33832049 884570.61 0.090698352
0.53452466 3.6255867 7.4480598 3.3211808 5.8360195 0.00018824837 0.00038671951 1.227449e-05 0.32894154 0.3383223 884632.46 0.09030449
0.53448807 3.6932243 7.442941 3.3939331 5.8366146 0.00019176026 0.00038645373 1.227449e-05 0.32893293 0.33833018 884665.17 0.089797517
0.53445241 3.6619447 7.6432191 3.3445332 5.9912502 0.00019013616 0.00039685261 1.227449e-05 0.32893477 0.33833017 884531.47 0.088455153
0.53442262 3.7189124 7.646914 3.3912699 5.9866932 0.00019309404 0.00039704446 1.227449e-05 0.32893446 0.33833082 884610.97 0.087983044
0.53438078 3.7407687 7.640772 3.413729 5.9723638 0.00019422887 0.00039672555 1.227449e-05 0.32893155 0.33833392 884700.01 0.087861567
0.53434991 3.7724557 7.5695707 3.441006 5.9104427 0.00019587413 0.00039302862 1.227449e-05 0.32892541 0.33833983 884835.21 0.088167666
0.53432474 3.7946757 7.5467222 3.4587462 5.8894393 0.00019702784 0.00039184228 1.227449e-05 0.32891913 0.3383459 885017.37 0.088172552
0.534309 3.806047 7.5838928 3.4739265 5.9185807 0.00019761826 0.00039377226 1.227449e-05 0.32891395 0.33835143 885142.14 0.087796776
0.53430746 3.8156766 7.5683319 3.490487 5.8956574 0.00019811825 0.0003929643 1.227449e-05 0.32890646 0.33835891 885041.39 0.08784252
0.53429402 3.7558767 7.7583065 3.4300267 6.0513513 0.00019501331 0.0004028282 1.227449e-05 0.32890508 0.33835994 885254.89 0.086849408
0.53427133 3.8261419 7.8838563 3.4986536 6.1557601 0.00019866164 0.00040934702 1.227449e-05 0.32890303 0.33836165 885472.37 0.085397109
0.5342721 3.9338493 7.9829089 3.5999287 6.2251014 0.00020425404 0.00041449005 1.227449e-05 0.32889788 0.33836588 885569.75 0.083915439
